id,name,category,question,response
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,What are the conditions for baby cots and extra beds?,"Cots: Children up to and including 6 years old stay for free when using an available cot.
Extra beds Children up to and including 11 years old stay for free when using an available extra bed. Children from 12 years old to 17 years old stay for EUR 30.00 per person per night when using an available extra bed.
Adults stay for EUR 50.00 per person per night when using an available extra bed"
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Do you provide baby crib bedding?,"Yes, we provide baby crib bedding"
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,What are the room amenities?,"Air conditioning, Two bathrooms, Smart TV, Terrace, Cots, Sofa beds in some suites, Wardrobe, Safety deposit box, Soundproofing, Sofa, Seating Area, Desk"
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,What bathroom amenities are provided?,"Bathrobe, Toilet paper, bidet, Free toiletries, Hairdryer, Slippers, Additional bathroom, Shampoo, Conditioner, Body soap, Shower cap"
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Do you provide dental kits and shaving kits?,No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Do the rooms come with a minibar or refrigerator?,The suites come with a minibar
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Are there tea and coffee making facilities in the rooms?,Coffee machine in the suites
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Are there in-room safes for valuables?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,What entertainment facilities are available in the rooms?,"Smart Tv, mini bar"
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Do you have Smart TVs with streaming services?,No but we have smart TV
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Can I connect my own devices to the TV?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Room Information,Are there charging ports in the rooms?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,What is the style of the hotel?,Art Deco
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,What type of breakfast does the hotel offer?,"We offer a specific breakfast called the ""L""Art"" breakfast. It is a breakfast freshly prepared by our teams, combining sweet and salty elements while including Moroccan specialties. "
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,What are the breakfast timings?,From 7h to 10h
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Is there a swimming pool?,A heated indoor pool
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Is the pool heated?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Are there poolside services?,
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Is there a fitness center?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,What equipment is available in the gym?,
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Are personal trainers available?,No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Is there a space where I can make videoconference meetings?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Is there a quiet space for work?,YES
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Hotel Information,Can I use a printer?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Reservation,Can I modify or cancel my reservation after booking?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Reservation,Are there special rates or discounts for children's stays?,No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Reservation,Are there age restrictions for children to stay at the hotel?,No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Reservation,Do you offer family-friendly room options?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Payment and Policies,What payment methods do you accept?,Cash and credit card
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Payment and Policies,"Is a deposit required at the time of booking? If yes, How much is the deposit?",No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Payment and Policies,What is your pet policy? Are there restrictions on pet size?,Pets are not allowed 
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Payment and Policies,Do you have any specific policy?,
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,Is there Wi-Fi? How much does it cost?,Free Wifi
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,Is the Wi-Fi reliable for video calls?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,Can I stream movies with the Wi-Fi?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,Do you provide USB charging outlets?,No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,Are there international plug adapters available?,International plugs are provided upon request
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,Do you have hand sanitizing stations?,
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,Are masks and gloves available?,No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Connectivity and Health,What health and safety measures are in place at the hotel?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Security and Additional Services,Do you have 24/7 security staff?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Security and Additional Services,Are there security cameras on the premises?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Security and Additional Services,Is there a keycard access system?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Security and Additional Services,Are there play areas for children?,no
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Security and Additional Services,Do you have a babysitting service?,No
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Security and Additional Services,Can the hotel staff assist in arranging special events or surprises (like birthday celebrations or romantic dinners)?,Yes
0126e2f8-5094-4940-a4c3-72e64152c6e9,Art Palace Suites & Spa,Security and Additional Services,Can I arrange for a romantic room setup?,Yes
