id,name,category,question,response
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Check-in & Check-out,Can I store my luggage at the hotel before check-in or after check-out?,We do have a storage room if you want to keep your luggages in the hotel
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Check-in & Check-out,What documents are required at check-in?,"Passeport, credit card and marriage certificate for muslums"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Are the rooms equipped with air conditioning and heating?,"Yes, we do have a central AC system"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Are there any rooms with balconies?,"No, we do not have balconies in rooms"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Do you offer rooms with accessibility features for guests with disabilities?,"Yes, we do have rooms with accessibility features for guests with disabilities"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Are there ramps and elevators?,"Yes, we do have ramps and elevators."
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,What are the conditions for baby cots and extra beds?,"under the age of 12 the kid is lodged for free in the romm of the parents,
regarding the extra bed it costs 500,00MAD"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Do you provide baby crib bedding?,"we do provide baby crib bedding,"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,What are the room amenities?,
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,What bathroom amenities are provided?,"two soap bars, shampoo, conditionner,Shower gel, body lotion"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Do you provide dental kits and shaving kits?,"yes, on request"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Do the rooms come with a minibar or refrigerator?,yes all the rooms are equipted with a mini bar
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Are there tea and coffee making facilities in the rooms?,"yes, all the rooms do have a Nespreso coffee machine,"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Are there in-room safes for valuables?,"yes, all the rooms are provided with safes for valuables"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,What entertainment facilities are available in the rooms?,TV and Radio channels
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Do you have Smart TVs with streaming services?,"yes, but on request"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Can I connect my own devices to the TV?,"yes, you can connect your devices to the TV"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Room Information,Are there charging ports in the rooms?,"No,"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,What is the style of the hotel?,The hotel is Modern Contemporary
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,What type of breakfast does the hotel offer?,The hotel offers a daily buffet breakfast
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,What are the breakfast timings?,The breakfast starts from 6.30am to 10.30am
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Is there a swimming pool?,We have an outdoor swimming pool
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Is the pool heated?,The pool is not heated
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Are there poolside services?,We do have poolside services
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Is there a fitness center?,There is a fitness center in the hotel open from 9.00am to 9.00pm
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,What equipment is available in the gym?,
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Are personal trainers available?,No
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Is there a space where I can make videoconference meetings?,"Yes, in the Business Center"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Is there a quiet space for work?,"Yes, in the Business Center"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Hotel Information,Can I use a printer?,Yes you can use a printer in the business center or at the reception
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Reservation,Can I modify or cancel my reservation after booking?,72h prior arrival date
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Reservation,Are there special rates or discounts for children's stays?,50% off
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Reservation,Are there age restrictions for children to stay at the hotel?,NO (under 3 yo free of charges)
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Reservation,Do you offer family-friendly room options?,We do have interconnecting rooms
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Payment and Policies,What payment methods do you accept?,"Credit cards, cheque and cash"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Payment and Policies,"Is a deposit required at the time of booking? If yes, How much is the deposit?","No, just the credit card details as a garantee of the booking"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Payment and Policies,What is your pet policy? Are there restrictions on pet size?,Pets are not allowed
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Payment and Policies,Do you have any specific policy?,
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,Is there Wi-Fi? How much does it cost?,"Certainly! Wi-Fi is available at the hotel and it""s complimentary."
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,Is the Wi-Fi reliable for video calls?,"Yes, the Wi-Fi is suitable for video calls"
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,Can I stream movies with the Wi-Fi?,The Wi-Fi is sufficient for streaming your favorite movies.
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,Do you provide USB charging outlets?,No
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,Are there international plug adapters available?,Yes benefith the mirrors
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,Do you have hand sanitizing stations?,Yes 
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,Are masks and gloves available?,Yes upon request
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Connectivity and Health,What health and safety measures are in place at the hotel?,"Standard security measures are in place such as CCTV, metal detector ... "
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Security and Additional Services,Do you have 24/7 security staff?,Yes
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Security and Additional Services,Are there security cameras on the premises?,Yes
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Security and Additional Services,Is there a keycard access system?,Yes
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Security and Additional Services,Are there play areas for children?,No
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Security and Additional Services,Do you have a babysitting service?,No
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Security and Additional Services,Can the hotel staff assist in arranging special events or surprises (like birthday celebrations or romantic dinners)?,Yes
642c7a5a-63af-4dc1-9d03-fc96c0e67f17,Tour Hassan Palace,Security and Additional Services,Can I arrange for a romantic room setup?,Yes
