id,name,category,question,response
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Check-in & Check-out,Can I request an early check-in?,"Yes, but it will be granted only when possible"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Check-in & Check-out,How late can I check-out? Is there a fee for late check-out?,"Guests are kindly asked to leave at no more than 12.00, those who check out later can do so up to 4:00 PM for a fixed price of 400 MAD"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Check-in & Check-out,Can I store my luggage at the hotel before check-in or after check-out?,YES
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Check-in & Check-out,What documents are required at check-in?,Passport for international travelers or ID card for Moroccan citizens
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Are the rooms equipped with air conditioning and heating?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Are there any rooms with balconies?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Do you offer rooms with accessibility features for guests with disabilities?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Are there ramps and elevators?,"Yes, 2 elevators"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,What are the conditions for baby cots and extra beds?,Free
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Do you provide baby crib bedding?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,What are the room amenities?,"Kettle 
Air conditioner
Mini bar
Safe
Phone
Private bathroom
Hair dryer
Shower
Flat screen TV
Internet access
Wireless internet access"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,What bathroom amenities are provided?,"Shampoo, soap, hair dryer and towels"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Do you provide dental kits and shaving kits?,"Yes, for Gold suite only"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Do the rooms come with a minibar or refrigerator?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Are there tea and coffee making facilities in the rooms?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Are there in-room safes for valuables?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,What entertainment facilities are available in the rooms?,TV
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Do you have Smart TVs with streaming services?,NO
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Can I connect my own devices to the TV?,NO
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Room Information,Are there charging ports in the rooms?,NO
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,What is the style of the hotel?,Friendly. Both Toursitic and Business guests
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,What type of breakfast does the hotel offer?,Buffet continental with additional bonuses
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,What are the breakfast timings?,06 H30  TO 10H30
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Is there a swimming pool?," There is not swimming pool, but there is a spa relaxation services"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Is the pool heated?," There is not swimming pool, but there is a spa relaxation services"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Are there poolside services?," There is not swimming pool, but there is a spa relaxation services"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Is there a fitness center?,"yes, we have a gym with some machines, equipments, lockers and showers"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,What equipment is available in the gym?,"Weight benches. 
The fixed bar for pull-ups. 
Weight training dumbbells. 
The elliptical bike.The treadmill."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Are personal trainers available?,NO
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Is there a space where I can make videoconference meetings?,"Yes, we provide our guests with small to large meeting rooms, for an individual or a group videoconference, paid per hour, or day, regarding the guest""s schedule and stay."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Is there a quiet space for work?,"Yes, the Freewok space is accessible for our hotel guests for free, and it""s a calm colorful space that boosts creativity and enhace effeciency."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Hotel Information,Can I use a printer?,"Yes, the guest can send the relevant documents to one of the receptionnists who will take care of it."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Reservation,Can I modify or cancel my reservation after booking?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Reservation,Are there special rates or discounts for children's stays?,YES
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Reservation,Are there age restrictions for children to stay at the hotel?,"0-12 for free, "
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Reservation,Do you offer family-friendly room options?,side by side room depending on availability
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Payment and Policies,What payment methods do you accept?,"Cash, diners club card, discoverd card master card, visa, american express"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Payment and Policies,"Is a deposit required at the time of booking? If yes, How much is the deposit?",Full payment is required in order to confirm the reservation
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Payment and Policies,What is your pet policy? Are there restrictions on pet size?,"Pet, less than 8Kg , domestic animal conditions form available"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Payment and Policies,Do you have any specific policy?,invoicing of  repair or replacement of any damage caused by your pet
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,Is there Wi-Fi? How much does it cost?,There is a free Wifi at the hotel
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,Is the Wi-Fi reliable for video calls?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,Can I stream movies with the Wi-Fi?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,Do you provide USB charging outlets?,No
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,Are there international plug adapters available?,On request
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,Do you have hand sanitizing stations?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,Are masks and gloves available?,On request
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Connectivity and Health,What health and safety measures are in place at the hotel?,"For health measures, Our staff is sensibilized from covid period, to take best habits in terms of hygiene and cleanliness, regatding guests having health issues, they can access the public Hospital Moulay youssef at less than 1 minute by car. Regarding safety measures, the hotel satisfies with all fire regulations asked by the authorities and subject to regular assesment."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Security and Additional Services,Do you have 24/7 security staff?,"Yes, we have different groups of agents taking turns 24/7 for the safety of our guests and establishment."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Security and Additional Services,Are there security cameras on the premises?,Yes
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Security and Additional Services,Is there a keycard access system?,Room access is facilitated by magnetic key card
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Security and Additional Services,Are there play areas for children?,
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Security and Additional Services,Do you have a babysitting service?,On request
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Security and Additional Services,Can the hotel staff assist in arranging special events or surprises (like birthday celebrations or romantic dinners)?,YES
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Security and Additional Services,Can I arrange for a romantic room setup?,YES
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Who can use the coworking space ?,"The space is accessible to anyone seeking a friendly and flexible workspace, whether they are a student,
a visitor, a hotel client, or any other professionnal profile."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Where is Cowork & Live located ?,"138, Bd Moulay Youssef - Casablanca"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,What are your working hours ?,"Cowork & Live is accessible 24/7 and the administrative working hours are 9-7 on the weekdays and 9-6 
on the weekends "
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,How do I become a subscriber/member ?,"To register, the new member has to provide Cowork & Live with an ID document, then read and sign 3
 documents that confirm the subscription, which are : Service agreement, General terms and conditions
 of Sale and the pricing list."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,What other services are offered alongside coworking spaces ?,"Gym, gaming spaces, kitchennettes, prayer room, nap room, salon & spa and restaurant"
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,What is the booking process for your different services ?,"Reservations can currently be made by phone at +212 662 641 479 or by email at
 contact@coworklive.ma, while our website is being finalized. Once completed, the process will be fully
 automated and self-service."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,How many offices do you have ?,"Cowork & Live has a total of 30 private offices, 17 of it are ones of one position per office, 12 have two 
positions per office and the largest one have 4 position in one office. In addition to 14 meeting rooms of 
different capacities ; from a single person per meeting room to rooms that can accommodate up to 120
 people  "
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,How can I proceed to the payment ?,"We accept various forms of payment, including credit cards, cash, and checks."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Do I have to pay a monthly fee ?,"We offer various subscription types ranging from daily passes to weekly, monthly, annual, and more."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Can I upgrade or downgrade our membership ?,"Yes, Cowork & Live is very flexible and adapts to the member""s needs, according to their availability."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,How can I cancel the Service Agreement ?,The member needs to send a written notice to Cowork & Live.
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Do you organize networking events ?,"Yes, we occasionally host networking events, workshops, and seminars to help our members connect, 
learn, and grow professionally. We strive to do our best in organizing these events. Meanwhile,
we host different networking events that might be very interesting as well."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,How can I stay informed about the upcoming events ?,"Once the subscription is complete, the member""s email address has already been collected, 
and the information will be sent days before the event."
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Is the parking available ?,We offer parking spaces accessible 24/7 according to a monthly subscription.
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Site propre Hotel :,https://www.melliber-apparthotel.com/
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Page Mybusiness :,https://www.google.com/travel/hotels/s/yZbJrzPwphAaGtGh8
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Page instagram,https://www.instagram.com/melliber_hotel_casablanca?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
189f4acc-f035-4ca2-8d26-5cdfd8560949,Melliber Hotel Staging,Additional Question & Answers,Page Linkedin,https://ma.linkedin.com/in/melliber-appart-h%C3%B4tel-officiel-655a93139
