id,name,service category,service name,type,description,opening_hours
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Events & Seminars,Event Space,,"The Mövenpick Hotel Mansour Eddahbi excels in hosting private events, offering unforgettable experiences with complete confidence. Imagine your wedding in the enchanting setting of the Oasis Master's palace, celebrating the most significant day of your life with loved ones. Whether it's a standing reception in the gardens or a dazzling banquet at Saray for up to 350 people indoors and 200 on the terrace, your wedding will surely be a memorable affair.

For those looking to celebrate or simply gather friends and family, the Jamra, with its exquisite poolside terrace accommodating up to 250 guests, chic and timeless decor, and a healthy, diverse menu, is ideal for a trendy, refreshing cocktail party.

For seated dinners, Saray offers its space and terrace with a sophisticated international buffet, or choose the Dahbi for a journey through Moroccan culinary treasures, ensuring a dining experience that marvels and delights.",
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Events & Seminars,Accomodation,,"The Mövenpick Hotel Mansour Eddahbi embraces the oasis metaphor in its private spaces, offering a caravan-serai spirit ideal for rejuvenation. With a soft palette accented by color splashes and meticulous decor, the ambiance is tranquil. Whether you choose a Superior room, Deluxe, Junior suite, Privilege suite, or Family suite, the perfect accommodation awaits. Round-the-clock room service ensures every desire is met, making your stay impeccable. For an unparalleled experience, whether for a memorable getaway, a successful professional event, or a private reception, the fabulous Penthouse at the hotel's top, with customizable space, a private terrace, and pool, promises exclusivity and luxury.",
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Housekeeping,Housekeeping,,"Whether you need fresh towels, a tidy room, or any other specific cleaning task, our attentive staff will promptly assist you. Enjoy a customized and convenient experience during your stay with us",
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Laundry,Laundry,,"Our hotel’s laundry service ensures fresh clothing for our guests. Whether you need your favorite outfit or tomorrow shirts cleaned, our efficient team handles it all. Simply drop off your items and request the landry service here.",
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Transportation,Transportation,,"We offer a convenient shuttle service to and from the airport, ensuring hassle-free transportation for our guests.",
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Check In/Out,Check-in/Check-out,,"Early check-in and late check-out are available upon request, subject to availability. Whether you want to settle in sooner or extend your stay, we’ll do our best to accommodate your needs.",
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Concierge,Concierge,,"Our concierge service is here to cater to your every need, from booking the perfect dinner spot to arranging transportation and securing tickets to events. Let us make your stay memorable by personalizing your experience with us",
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Other,Other,,Our hotel’s concierge service is at your disposal for any additional needs during your stay. Just send us your request.,
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Reservation,Reservation,,We are here to process your reservation requests. ,
8c9796ee-28f4-4994-bc2c-ead53c32ae89,Mövenpick Hotel Mansour Eddahbi et Palais des Congrès,Request - Claim,Claim,,I'm truly sorry to hear that you may have experienced an issue. I'm here to help and can ensure your claim is forwarded directly to our managers for prompt attention. Would you like to proceed with submitting your claim?,
